"","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","gene_chr","gene_start","gene_end","gene_strand","gene_length","gene_biotype","gene_description","tf_family"
"ENSMUSG00000038390","ENSMUSG00000038390",264.78375838355,-0.733459006268337,0.115989155516937,-6.32351363366236,2.55681633239204e-10,1.41071532020638e-09,"Gpr162","6",124858444,124863983,"-",3838,"protein_coding","G protein-coupled receptor 162 [Source:MGI Symbol;Acc:MGI:1315214]","-"
"ENSMUSG00000058351","ENSMUSG00000058351",673.029953703506,0.582066920494232,0.0921245787200226,6.3182586947095,2.64526937629316e-10,1.45914960230152e-09,"Smim4","14",31088132,31128956,"-",1533,"protein_coding","small integral membrane protein 4 [Source:MGI Symbol;Acc:MGI:1913737]","-"
"ENSMUSG00000025538","ENSMUSG00000025538",1189.67896322283,0.530409095467819,0.0839674181144542,6.31684416858966,2.66958524943829e-10,1.47218980076564e-09,"Sumf2","5",129846986,129864050,"+",2671,"protein_coding","sulfatase modifying factor 2 [Source:MGI Symbol;Acc:MGI:1915152]","-"
"ENSMUSG00000051236","ENSMUSG00000051236",4201.62697194197,0.457815782515968,0.0724843969245293,6.31605975824901,2.68316330420787e-10,1.47930334054911e-09,"Msrb3","10",120781096,120899101,"-",4048,"protein_coding","methionine sulfoxide reductase B3 [Source:MGI Symbol;Acc:MGI:2443538]","-"
"ENSMUSG00000027962","ENSMUSG00000027962",2130.08485787502,-1.38555392085517,0.219375973122006,-6.31588729219946,2.68615770446571e-10,1.48057969173307e-09,"Vcam1","3",116109949,116129688,"-",8870,"protein_coding","vascular cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:98926]","-"
"ENSMUSG00000020775","ENSMUSG00000020775",1595.12585941341,0.349497338050543,0.0553441717639942,6.31498000441518,2.7019640937156e-10,1.48891543510588e-09,"Mrpl38","11",116131817,116138868,"-",2550,"protein_coding","mitochondrial ribosomal protein L38 [Source:MGI Symbol;Acc:MGI:1926269]","-"
"ENSMUSG00000035232","ENSMUSG00000035232",507.192146642655,0.64063589856394,0.101449717852399,6.31481202831939,2.7049004521257e-10,1.49015673543042e-09,"Pdk3","X",93764607,93832201,"-",2561,"protein_coding","pyruvate dehydrogenase kinase, isoenzyme 3 [Source:MGI Symbol;Acc:MGI:2384308]","-"
"ENSMUSG00000043687","ENSMUSG00000043687",37.6970579975673,1.82398910154506,0.288928823575273,6.31293575689193,2.73791175573827e-10,1.50758081871046e-09,"1190005I06Rik","8",120608602,120647632,"-",1083,"protein_coding","RIKEN cDNA 1190005I06 gene [Source:MGI Symbol;Acc:MGI:1916168]","-"
"ENSMUSG00000109214","ENSMUSG00000109214",22.1388692290259,-4.66474783335331,0.738918612769821,-6.31293860073114,2.73786142446384e-10,1.50758081871046e-09,"Gm44659","7",19868121,19871438,"-",436,"lincRNA","predicted gene 44659 [Source:MGI Symbol;Acc:MGI:5753235]","-"
"ENSMUSG00000102353","ENSMUSG00000102353",31.6951872842103,-2.16142172016627,0.342391884106475,-6.3127130650507,2.74185584194669e-10,1.50937121039116e-09,"Gm38345","19",37432909,37434656,"-",1748,"TEC","predicted gene, 38345 [Source:MGI Symbol;Acc:MGI:5611573]","-"
"ENSMUSG00000036114","ENSMUSG00000036114",527.806081898602,0.419278593875884,0.0664213846337565,6.31240369630595,2.74734426905143e-10,1.51201063130573e-09,"Rpp25l","4",41712033,41713534,"-",856,"protein_coding","ribonuclease P/MRP 25 subunit-like [Source:MGI Symbol;Acc:MGI:1917211]","-"
"ENSMUSG00000033857","ENSMUSG00000033857",1796.97361936096,-0.727025612006494,0.11517595192443,-6.31230391291676,2.74911678639751e-10,1.51260417174318e-09,"Engase","11",118476829,118489209,"+",5184,"protein_coding","endo-beta-N-acetylglucosaminidase [Source:MGI Symbol;Acc:MGI:2443788]","-"
"ENSMUSG00000045136","ENSMUSG00000045136",702.728896602937,-1.44562257677599,0.229060471278273,-6.31109579365084,2.77066621378658e-10,1.52407621058215e-09,"Tubb2b","13",34126748,34130466,"-",2294,"protein_coding","tubulin, beta 2B class IIB [Source:MGI Symbol;Acc:MGI:1920960]","-"
"ENSMUSG00000079013","ENSMUSG00000079013",6.96733822500002,6.8443440253833,1.08466071967895,6.31012435612966,2.78811348085292e-10,1.53328653044937e-09,"Serpina3j","12",104314553,104320725,"+",2155,"protein_coding","serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3J [Source:MGI Symbol;Acc:MGI:2182843]","-"
"ENSMUSG00000032750","ENSMUSG00000032750",142.137844734644,-0.98608067586521,0.156270949086091,-6.31007030821811,2.7890873396446e-10,1.53343515338583e-09,"Gab3","X",74966843,75085458,"-",3891,"protein_coding","growth factor receptor bound protein 2-associated protein 3 [Source:MGI Symbol;Acc:MGI:2387324]","-"
"ENSMUSG00000097324","ENSMUSG00000097324",167.615199862038,0.914268141998204,0.14490622926478,6.30937777234962,2.80159518872945e-10,1.5399234689324e-09,"Carmn","18",61649625,61665537,"-",2304,"lincRNA","cardiac mesoderm enhancer-associated non-coding RNA [Source:MGI Symbol;Acc:MGI:4439832]","-"
"ENSMUSG00000002289","ENSMUSG00000002289",33704.8522004752,-1.08982109327941,0.172765835083623,-6.30808222442772,2.82514125821914e-10,1.55247424562854e-09,"Angptl4","17",33773750,33781575,"-",3286,"protein_coding","angiopoietin-like 4 [Source:MGI Symbol;Acc:MGI:1888999]","-"
"ENSMUSG00000045045","ENSMUSG00000045045",486.16019115802,0.96692957782096,0.153312745269259,6.30690929265385,2.84662543784128e-10,1.56388592871976e-09,"Lrfn4","19",4611785,4615667,"-",3366,"protein_coding","leucine rich repeat and fibronectin type III domain containing 4 [Source:MGI Symbol;Acc:MGI:2385612]","-"
"ENSMUSG00000047592","ENSMUSG00000047592",580.738567761524,-1.41378636383857,0.22418046631383,-6.30646544315511,2.85479681433783e-10,1.56797988335884e-09,"Nxpe5","5",138225898,138253363,"+",4473,"protein_coding","neurexophilin and PC-esterase domain family, member 5 [Source:MGI Symbol;Acc:MGI:3584036]","-"
"ENSMUSG00000028587","ENSMUSG00000028587",76.825260468757,-1.27694509092508,0.202492759293488,-6.30612716909206,2.86103989862607e-10,1.57101293904401e-09,"Orc1","4",108579423,108614833,"+",3479,"protein_coding","origin recognition complex, subunit 1 [Source:MGI Symbol;Acc:MGI:1328337]","-"
"ENSMUSG00000027115","ENSMUSG00000027115",98.9997258320828,-1.23102988648076,0.195213852359065,-6.30605805686611,2.86231705232677e-10,1.5713183334612e-09,"Kif18a","2",109280738,109341747,"+",9832,"protein_coding","kinesin family member 18A [Source:MGI Symbol;Acc:MGI:2446977]","-"
"ENSMUSG00000050945","ENSMUSG00000050945",263.910797658759,0.551963217396315,0.0875569297061692,6.30404948241834,2.89967851686079e-10,1.59142769066895e-09,"Zfp438","18",5210031,5334439,"-",3209,"protein_coding","zinc finger protein 438 [Source:MGI Symbol;Acc:MGI:2444919]","-"
"ENSMUSG00000022887","ENSMUSG00000022887",182.765899840241,1.81252161848474,0.287571055652224,6.30286526706889,2.9219288016017e-10,1.60323555644782e-09,"Masp1","16",23449417,23520815,"-",9833,"protein_coding","mannan-binding lectin serine peptidase 1 [Source:MGI Symbol;Acc:MGI:88492]","-"
"ENSMUSG00000021222","ENSMUSG00000021222",854.249622043967,0.358227535830623,0.0568375580713615,6.30265528615526,2.92589150891378e-10,1.60500577763068e-09,"Dcaf4","12",83520466,83541920,"+",3633,"protein_coding","DDB1 and CUL4 associated factor 4 [Source:MGI Symbol;Acc:MGI:1921078]","-"
"ENSMUSG00000040524","ENSMUSG00000040524",1994.35087101148,0.481020507116449,0.0763390871788187,6.30110373195443,2.95533514886629e-10,1.62074922582768e-09,"Zfp609","9",65692391,65827564,"-",8268,"protein_coding","zinc finger protein 609 [Source:MGI Symbol;Acc:MGI:2674092]","-"
"ENSMUSG00000003345","ENSMUSG00000003345",5445.67719364772,0.258168975450944,0.0409834691554562,6.2993441202274,2.9890772714338e-10,1.6388415107831e-09,"Csnk1g2","10",80622838,80640749,"+",4835,"protein_coding","casein kinase 1, gamma 2 [Source:MGI Symbol;Acc:MGI:1920014]","-"
"ENSMUSG00000026701","ENSMUSG00000026701",14556.0431628719,0.582481163701463,0.0924686644993613,6.29922760164322,2.99132485107563e-10,1.63966131298648e-09,"Prdx6","1",161240112,161251219,"-",4804,"protein_coding","peroxiredoxin 6 [Source:MGI Symbol;Acc:MGI:894320]","-"
"ENSMUSG00000024052","ENSMUSG00000024052",1503.15182647028,-0.699058081019469,0.111002385777173,-6.29768519050362,3.02123308399711e-10,1.65563876873606e-09,"Lpin2","17",71182560,71249817,"+",12233,"protein_coding","lipin 2 [Source:MGI Symbol;Acc:MGI:1891341]","-"
"ENSMUSG00000051319","ENSMUSG00000051319",1504.35983844826,0.546618461163284,0.0868064580331048,6.29697920579624,3.03501975519918e-10,1.66277578041254e-09,"1500011K16Rik","2",127791388,127792488,"-",800,"protein_coding","RIKEN cDNA 1500011K16 gene [Source:MGI Symbol;Acc:MGI:1915135]","-"
"ENSMUSG00000007107","ENSMUSG00000007107",424.072617303349,-1.70477562155871,0.270788065610724,-6.29560840398868,3.06196483178735e-10,1.67711639969775e-09,"Atp1a4","1",172223513,172258414,"-",3667,"protein_coding","ATPase, Na+/K+ transporting, alpha 4 polypeptide [Source:MGI Symbol;Acc:MGI:1351335]","-"
"ENSMUSG00000089762","ENSMUSG00000089762",671.362109816266,-0.667719621987959,0.106085431326899,-6.29416889422266,3.09051189240812e-10,1.69232703977745e-09,"Ier5l","2",30471537,30474219,"-",2683,"protein_coding","immediate early response 5-like [Source:MGI Symbol;Acc:MGI:1919750]","-"
"ENSMUSG00000058246","ENSMUSG00000058246",79.1634054570906,0.966305783290787,0.153526658584023,6.2940585837211,3.09271015994995e-10,1.69310538120947e-09,"Gm10037","13",67831106,67844035,"+",1193,"protein_coding","predicted gene 10037 [Source:MGI Symbol;Acc:MGI:3645096]","-"
"ENSMUSG00000029196","ENSMUSG00000029196",1245.11615048178,0.454699544887434,0.0722455184363253,6.29380970237193,3.09767547710211e-10,1.69539777368065e-09,"Tada2b","5",36473670,36484285,"-",3791,"protein_coding","transcriptional adaptor 2B [Source:MGI Symbol;Acc:MGI:3035274]","MYB"
"ENSMUSG00000026546","ENSMUSG00000026546",105.420046769429,-1.18615522564537,0.188476645467932,-6.29338039575406,3.10625867590279e-10,1.69966863124844e-09,"Cfap45","1",172520801,172545870,"+",5717,"protein_coding","cilia and flagella associated protein 45 [Source:MGI Symbol;Acc:MGI:1919120]","-"
"ENSMUSG00000059486","ENSMUSG00000059486",1781.69876715798,-0.30811124620173,0.0489698379437558,-6.29185758293933,3.13689221920257e-10,1.71599972453064e-09,"Kbtbd2","6",56777524,56797813,"-",4083,"protein_coding","kelch repeat and BTB (POZ) domain containing 2 [Source:MGI Symbol;Acc:MGI:2384811]","-"
"ENSMUSG00000097383","ENSMUSG00000097383",24.3860026411332,2.32604628052316,0.369816253200533,6.28973513303608,3.18008090011563e-10,1.73918903731794e-09,"1500026H17Rik","10",89686371,89700866,"+",3027,"bidirectional_promoter_lncRNA","RIKEN cDNA 1500026H17 gene [Source:MGI Symbol;Acc:MGI:1916252]","-"
"ENSMUSG00000043463","ENSMUSG00000043463",165.896045187191,1.88995494835547,0.300507364283786,6.28921342030968,3.19078555305353e-10,1.7446056282802e-09,"Rab9b","X",136858147,136868755,"-",3980,"protein_coding","RAB9B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442454]","-"
"ENSMUSG00000020900","ENSMUSG00000020900",3096.30993242626,0.547776030933015,0.0871001515164078,6.28903648726518,3.19442389979935e-10,1.7461568716385e-09,"Myh10","11",68691559,68816632,"+",10458,"protein_coding","myosin, heavy polypeptide 10, non-muscle [Source:MGI Symbol;Acc:MGI:1930780]","-"
"ENSMUSG00000046574","ENSMUSG00000046574",2342.63282214807,0.407230672672413,0.0647547663138754,6.28881387199374,3.19900738404752e-10,1.74822384473249e-09,"Prr12","7",45027563,45052881,"-",7185,"protein_coding","proline rich 12 [Source:MGI Symbol;Acc:MGI:2679002]","-"
"ENSMUSG00000025525","ENSMUSG00000025525",839.265606515353,0.516452838742414,0.0821362020479555,6.28776137519582,3.22076461112928e-10,1.7596726982941e-09,"Apool","X",112311334,112372755,"+",3486,"protein_coding","apolipoprotein O-like [Source:MGI Symbol;Acc:MGI:1915367]","-"
"ENSMUSG00000085095","ENSMUSG00000085095",413.987561007712,-1.12750187546747,0.179351097217758,-6.28656246300252,3.2457245982226e-10,1.7728652103675e-09,"Gm15635","7",99660130,99667500,"+",2870,"antisense","predicted gene 15635 [Source:MGI Symbol;Acc:MGI:3783079]","-"
"ENSMUSG00000096929","ENSMUSG00000096929",371.062097032639,0.672462388833072,0.106979524935455,6.28589806543633,3.25963782916719e-10,1.78001871332673e-09,"A330023F24Rik","1",194976375,195037904,"+",9354,"processed_transcript","RIKEN cDNA A330023F24 gene [Source:MGI Symbol;Acc:MGI:2443958]","-"
"ENSMUSG00000033883","ENSMUSG00000033883",586.425041877628,0.432569898595989,0.0688503601400226,6.28275433441832,3.32626469263529e-10,1.81594721220675e-09,"D3Ertd254e","3",36151017,36170342,"+",6800,"protein_coding","DNA segment, Chr 3, ERATO Doi 254, expressed [Source:MGI Symbol;Acc:MGI:1098769]","zf-C2H2"
"ENSMUSG00000023175","ENSMUSG00000023175",15913.2004201141,0.346019751643088,0.0550829338535467,6.28179596539062,3.3468391042907e-10,1.82672204955952e-09,"Bsg","10",79704491,79711969,"+",1814,"protein_coding","basigin [Source:MGI Symbol;Acc:MGI:88208]","-"
"ENSMUSG00000025508","ENSMUSG00000025508",13587.2213442232,0.449621520861001,0.0715765686824368,6.28168588041477,3.34921036647787e-10,1.82718645974366e-09,"Rplp2","7",141447370,141451585,"+",2072,"protein_coding","ribosomal protein, large P2 [Source:MGI Symbol;Acc:MGI:1914436]","-"
"ENSMUSG00000042308","ENSMUSG00000042308",1292.64204554671,0.352237514592585,0.0560737878748709,6.28167862279262,3.34936675538034e-10,1.82718645974366e-09,"Setd1a","7",127776670,127800122,"+",6795,"protein_coding","SET domain containing 1A [Source:MGI Symbol;Acc:MGI:2446244]","-"
"ENSMUSG00000039456","ENSMUSG00000039456",1869.06614124081,-0.497870184834627,0.0792987563828649,-6.27841100597901,3.42050721013959e-10,1.86552888232688e-09,"Morc3","16",93832121,93876073,"+",5430,"protein_coding","microrchidia 3 [Source:MGI Symbol;Acc:MGI:2136841]","-"
"ENSMUSG00000040883","ENSMUSG00000040883",4276.76164759242,0.607001010198933,0.096687675594157,6.27795638346709,3.43052113697111e-10,1.87052233322863e-09,"Tmem205","9",21921008,21927556,"-",2589,"protein_coding","transmembrane protein 205 [Source:MGI Symbol;Acc:MGI:3045495]","-"
"ENSMUSG00000027546","ENSMUSG00000027546",10167.1323752882,0.515936783555281,0.0821891370043497,6.27743278929885,3.44208976522135e-10,1.87636078897534e-09,"Atp9a","2",168634438,168742409,"-",5917,"protein_coding","ATPase, class II, type 9A [Source:MGI Symbol;Acc:MGI:1330826]","-"
"ENSMUSG00000058446","ENSMUSG00000058446",7118.05461694747,0.445607558539751,0.0710012284259534,6.27605420946303,3.47273147066926e-10,1.89259088951652e-09,"Znrf2","6",54816916,54893500,"+",6176,"protein_coding","zinc and ring finger 2 [Source:MGI Symbol;Acc:MGI:1196246]","-"
"ENSMUSG00000037622","ENSMUSG00000037622",2424.50041322474,0.308862172473317,0.0492180658369159,6.2753821634668,3.48776544247898e-10,1.90030900133467e-09,"Wdtc1","4",133292459,133353481,"-",4800,"protein_coding","WD and tetratricopeptide repeats 1 [Source:MGI Symbol;Acc:MGI:2685541]","-"
"ENSMUSG00000051413","ENSMUSG00000051413",924.61350164983,-0.832535459302529,0.132720206669301,-6.27286138407663,3.54472467849003e-10,1.93086052594381e-09,"Plagl2","2",153227759,153241426,"-",5735,"protein_coding","pleiomorphic adenoma gene-like 2 [Source:MGI Symbol;Acc:MGI:1933165]","zf-C2H2"
"ENSMUSG00000060679","ENSMUSG00000060679",1230.32795316003,0.28761907223026,0.04585433920203,6.2724504863768,3.55409495499304e-10,1.93548089578007e-09,"Mrps9","1",42851233,42905683,"+",5763,"protein_coding","mitochondrial ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1916777]","-"
"ENSMUSG00000025161","ENSMUSG00000025161",283.810010999426,-1.1458641651919,0.182723850397214,-6.27101586739206,3.58700058084783e-10,1.95291258203841e-09,"Slc16a3","11",120948480,120960868,"+",5318,"protein_coding","solute carrier family 16 (monocarboxylic acid transporters), member 3 [Source:MGI Symbol;Acc:MGI:1933438]","-"
"ENSMUSG00000019779","ENSMUSG00000019779",257.676844514945,-1.11592821901409,0.177958756585431,-6.27071261019052,3.59399432872728e-10,1.95623157842863e-09,"Frk","10",34483399,34611278,"+",5256,"protein_coding","fyn-related kinase [Source:MGI Symbol;Acc:MGI:103265]","-"
"ENSMUSG00000026289","ENSMUSG00000026289",2112.64551857417,0.2848357887674,0.0454287647836699,6.26994350658173,3.61179122285893e-10,1.9654276631957e-09,"Atg16l1","1",87755870,87792428,"+",9628,"protein_coding","autophagy related 16-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1924290]","-"
"ENSMUSG00000097572","ENSMUSG00000097572",150.964404868441,0.865618199259977,0.138094123059501,6.26832033168424,3.64963400695246e-10,1.98552480148582e-09,"Gm26797","9",122295869,122310928,"-",4044,"lincRNA","predicted gene, 26797 [Source:MGI Symbol;Acc:MGI:5477291]","-"
"ENSMUSG00000079465","ENSMUSG00000079465",79.0815304492679,1.20547845244008,0.19232802129916,6.26782537613174,3.661250245614e-10,1.99134733848045e-09,"Col4a3","1",82586921,82722059,"+",9967,"protein_coding","collagen, type IV, alpha 3 [Source:MGI Symbol;Acc:MGI:104688]","-"
"ENSMUSG00000039699","ENSMUSG00000039699",122.04943912298,-1.10482254836229,0.176316865626847,-6.26611949137364,3.70156334130735e-10,2.01277124402326e-09,"Batf2","19",6140983,6172476,"+",2522,"protein_coding","basic leucine zipper transcription factor, ATF-like 2 [Source:MGI Symbol;Acc:MGI:1921731]","TF_bZIP"
"ENSMUSG00000025938","ENSMUSG00000025938",38.2570093115789,-1.88450245972701,0.300773347501568,-6.26552344275515,3.71575093323231e-10,2.01998193661424e-09,"Slco5a1","1",12866549,12992650,"-",13137,"protein_coding","solute carrier organic anion transporter family, member 5A1 [Source:MGI Symbol;Acc:MGI:2443431]","-"
"ENSMUSG00000041238","ENSMUSG00000041238",780.126888376141,-0.719347668111485,0.11484052647689,-6.26388340579614,3.75506286751699e-10,2.04084389363255e-09,"Rbbp8","18",11633276,11743207,"+",3867,"protein_coding","retinoblastoma binding protein 8, endonuclease [Source:MGI Symbol;Acc:MGI:2442995]","-"
"ENSMUSG00000102644","ENSMUSG00000102644",330.531601406649,0.630380223107165,0.100638526643186,6.26380615986338,3.75692444239896e-10,2.04134657934787e-09,"Thap6","5",91962389,91972066,"+",4119,"transcribed_unitary_pseudogene","THAP domain containing 6 [Source:MGI Symbol;Acc:MGI:1922436]","-"
"ENSMUSG00000073131","ENSMUSG00000073131",2840.18204227137,-0.374904401757239,0.0598580805379486,-6.26322124578583,3.77104974713511e-10,2.04851092196068e-09,"Vma21","X",71815924,71839757,"+",7303,"protein_coding","VMA21 vacuolar H+-ATPase homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914298]","-"
"ENSMUSG00000110126","ENSMUSG00000110126",23.7006641579836,1.50406585440065,0.240157031301252,6.26284329986555,3.780204461868e-10,2.05297224126467e-09,"Gm9347","7",136810909,136812515,"+",1607,"processed_pseudogene","predicted gene 9347 [Source:MGI Symbol;Acc:MGI:3648409]","-"
"ENSMUSG00000034121","ENSMUSG00000034121",440.847424106619,0.487380912766209,0.077833254952494,6.26185957485249,3.80413437989801e-10,2.06545352953406e-09,"Mks1","11",87853215,87863803,"+",4044,"protein_coding","Meckel syndrome, type 1 [Source:MGI Symbol;Acc:MGI:3584243]","-"
"ENSMUSG00000073016","ENSMUSG00000073016",292.682877620758,-0.836645212424992,0.133628259552859,-6.26099011709454,3.82540772108659e-10,2.07648657218832e-09,"Uprt","X",104482818,104507490,"+",2304,"protein_coding","uracil phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:2685620]","-"
